0.846592,-0.262839,0.462815
0.426242,-0.473505,0.770786
-0.947816,0.230188,-0.220587
0.706806,-0.703959,0.069768
0.447915,0.717186,-0.533868
0.550424,-0.639752,0.536424
-0.960004,-0.276982,0.040895
0.579959,0.393820,-0.713129
0.984763,0.173877,-0.002841
0.357660,-0.567224,0.741846
0.097573,0.984722,-0.144230
0.486392,-0.722216,-0.491759
0.039571,-0.630123,-0.775487
0.555162,0.775623,-0.300339
-0.037565,-0.388017,-0.920886
0.192306,-0.424305,0.884864
0.074518,0.997048,0.018481
-0.606065,-0.113689,0.787249
0.332317,0.170438,-0.927640
0.459862,0.614654,-0.640880
0.484458,-0.861388,-0.152681
0.678185,0.653240,-0.336665
-0.209685,0.304335,-0.929200
0.927781,0.366283,0.071127
0.399127,0.910068,-0.111688
0.518313,-0.262606,0.813873
0.404933,0.903362,-0.141303
-0.570823,0.739545,-0.356700
0.409884,-0.750358,0.518611
-0.407118,-0.173419,-0.896761
-0.476676,-0.341360,0.810094
-0.792288,-0.010670,0.610054
0.680609,-0.431039,0.592433
-0.489875,-0.531358,-0.691145
0.286509,-0.866722,-0.408296
0.725932,-0.541364,0.424202
-0.639808,0.466804,-0.610524
0.036983,-0.779270,-0.625597
0.786011,0.614070,0.071453
0.153833,0.467420,0.870548
0.046992,-0.980693,-0.189821
0.638099,0.212314,0.740103
0.211750,-0.720840,-0.659963
-0.162018,-0.924720,0.344445
0.853028,-0.509305,0.113804
-0.365059,0.110684,0.924382
0.120228,0.589827,0.798529
0.991363,0.098121,0.087019
0.986280,-0.016202,-0.164282
0.228226,0.497330,-0.837004
0.335503,-0.701850,0.628366
-0.617086,-0.423016,-0.663522
-0.470152,0.146920,-0.870271
0.803254,0.013497,0.595484
-0.961687,0.201586,0.185798
-0.226700,-0.286822,0.930774
0.832269,-0.091938,-0.546696
0.420834,-0.765745,0.486347
0.285514,-0.227994,0.930860
-0.101469,-0.091745,-0.990599
0.552092,-0.826350,0.111082
-0.231107,-0.391011,0.890899
0.753466,0.596236,-0.277113
-0.456422,0.579397,0.675261
0.735322,-0.546961,0.400169
-0.811185,0.535475,0.235042
0.532996,-0.844878,0.045792
-0.791831,-0.327259,0.515660
0.262523,-0.573015,-0.776361
-0.122373,0.630577,0.766418
0.529190,-0.671104,0.519209
-0.529698,-0.408243,-0.743477
0.571743,-0.294298,-0.765832
-0.204725,0.782457,0.588089
-0.741983,0.363858,-0.563089
0.931935,0.280528,-0.229785
0.968529,0.158451,-0.191948
0.201035,-0.023854,0.979294
-0.523726,-0.351107,0.776167
-0.019671,-0.103557,0.994429
-0.017136,-0.890077,-0.455488
0.568826,0.438617,-0.695738
0.954352,-0.070143,0.290332
0.531733,-0.640842,-0.553699
-0.002904,-0.746007,-0.665932
-0.564943,-0.310158,0.764619
0.856030,0.255866,0.449162
0.177209,-0.023404,-0.983895
-0.525302,0.789554,0.317274
-0.865541,-0.468890,0.176014
-0.534660,-0.829930,-0.159231
-0.673075,-0.122004,0.729441
0.307796,-0.863823,0.398838
0.698229,-0.026245,-0.715393
0.945873,0.310319,0.095003
-0.491430,0.535619,-0.686738
0.691868,-0.221463,-0.687221
-0.442776,0.767319,0.463865
0.676836,0.655581,-0.334823
-0.631595,0.663460,0.401134
-0.388257,-0.043830,-0.920508
-0.154001,-0.948351,-0.277334
-0.774559,0.613905,0.152246
-0.197509,-0.145939,0.969377
0.855504,-0.255835,-0.450179
0.084654,0.931357,0.354129
0.559844,-0.813350,-0.158231
0.460013,-0.062810,-0.885688
0.800102,0.187738,0.569730
0.859920,-0.320692,0.397107
-0.058207,-0.874730,0.481103
-0.507640,-0.304296,0.806043
-0.442025,0.893729,0.076564
-0.234526,-0.638729,0.732818
0.299005,0.797819,-0.523527
-0.613157,-0.740306,0.275653
-0.597344,0.267251,0.756146
0.464051,-0.841249,-0.277412
-0.772541,-0.276557,-0.571574
-0.428067,0.085587,-0.899685
0.022692,-0.198836,-0.979770
-0.723627,-0.437526,0.533794
-0.846200,0.528652,0.066881
0.580451,0.419142,0.698138
0.722822,-0.687023,0.074348
0.519331,0.545823,0.657551
0.173443,-0.930132,-0.323684
0.755158,0.564850,0.332688
-0.332299,0.141406,-0.932514
0.236535,0.920285,0.311651
-0.608317,-0.744711,0.274512
0.617675,-0.704090,-0.350336
0.252585,0.572081,0.780336
-0.992362,0.095628,-0.077924
-0.789321,0.007968,0.613929
0.279121,-0.437535,0.854783
0.987234,0.126834,0.096342
0.250236,0.114114,0.961436
-0.097728,0.918522,0.383101
0.599890,0.742199,-0.298783
0.808618,0.192605,0.555914
0.812045,0.398330,0.426516
-0.913145,0.401799,-0.068734
-0.929823,0.231523,0.286052
0.501007,0.220826,-0.836796
0.653012,0.419595,0.630488
0.108753,-0.991887,0.065819
-0.234004,0.968292,0.087478
0.783298,0.035441,-0.620636
-0.041586,0.022896,-0.998873
0.485258,-0.178051,0.856051
-0.547556,-0.812892,-0.198468
-0.921149,-0.339498,0.190329
0.452362,0.749760,-0.482937
-0.004963,0.108562,0.994077
0.770307,-0.448621,-0.453173
0.111889,0.363830,0.924721
-0.220583,-0.168362,0.960727
0.161873,0.108303,-0.980850
0.283213,-0.956008,-0.076411
0.433554,-0.032608,-0.900538
-0.171360,0.713977,0.678876
0.236342,-0.141540,-0.961306
-0.340725,0.700293,0.627293
0.354681,-0.897026,-0.263716
-0.955013,0.102773,0.278185
-0.881893,0.324770,-0.341743
-0.504865,0.729481,0.461486
0.827685,0.451644,-0.333098
0.058304,0.239549,-0.969132
0.266466,0.711140,-0.650597
-0.137800,-0.041160,0.989605
0.111074,0.372098,-0.921524
-0.463984,0.835974,-0.293030
0.795269,0.493048,-0.352775
-0.865725,0.474325,0.159797
0.206709,0.401325,-0.892306
-0.653997,-0.564427,-0.503697
0.339818,-0.872307,-0.351574
-0.150365,-0.245937,0.957552
0.068425,-0.257250,-0.963919
-0.045588,-0.292841,-0.955074
-0.407557,0.656710,0.634531
-0.936550,-0.346832,-0.050805
0.672727,0.543025,-0.502556
0.021990,-0.879320,0.475723
0.676712,-0.583893,0.448475
0.571093,-0.272830,-0.774220
0.411392,0.467893,0.782197
0.842058,0.489505,-0.226546
0.728202,-0.582803,0.360642
-0.644471,0.152856,-0.749194
-0.565540,-0.804217,0.182758
-0.349778,-0.118350,-0.929327
0.110794,-0.421681,0.899950
-0.258848,0.296441,0.919304
0.414817,-0.496853,-0.762275
0.910305,0.032592,-0.412654
0.358383,-0.126616,-0.924949
0.060773,-0.455935,-0.887936
0.757868,0.611395,-0.227667
-0.722402,0.534055,-0.439227
-0.497117,0.451376,-0.741036
0.608161,0.763229,0.218225
-0.727242,0.684214,0.054502
0.706050,-0.506814,-0.494604
-0.669515,0.022563,0.742456
0.186894,0.094435,0.977831
-0.740003,-0.664206,-0.105951
-0.003507,-0.705145,0.709054
0.998624,0.023112,-0.047063
-0.507284,-0.860575,-0.045537
-0.173417,-0.106466,0.979077
0.978865,0.151355,-0.137530
-0.088549,0.947172,0.308259
0.980901,0.097181,0.168492
-0.186585,0.132979,-0.973397
-0.586047,0.601390,-0.543028
0.191955,-0.296782,-0.935454
0.428056,-0.499332,-0.753283
0.650775,-0.743675,0.153097
-0.802532,-0.572792,-0.166889
-0.847813,0.373361,0.376583
-0.551844,0.821933,0.141045
-0.301869,0.712978,0.632880
-0.624370,-0.780721,0.025254
-0.327243,-0.937318,-0.119777
-0.538993,-0.796144,-0.275030
-0.712538,-0.072537,0.697874
0.454872,0.074419,-0.887442
-0.695266,0.597110,0.400081
0.483545,0.340359,-0.806437
0.697316,0.167996,0.696799
-0.542649,-0.236506,-0.805976
0.938928,-0.343539,0.019895
0.116130,0.720451,0.683714
0.832067,0.524637,0.180059
0.650920,0.023119,0.758794
0.858795,0.334554,-0.388001
0.572183,0.677084,0.462777
-0.853381,0.450240,-0.262726
-0.353955,-0.082031,-0.931658
-0.808836,-0.571762,0.137379
0.273804,-0.961488,0.023908
-0.627078,-0.359898,0.690830
0.959300,0.229666,-0.164310
0.780386,0.580187,0.233197
0.183961,0.599136,0.779227
0.679922,0.707423,-0.193027
-0.320167,-0.868159,-0.379200
-0.421979,-0.898595,0.120255
-0.641776,-0.327208,0.693584
0.200261,-0.736692,0.645895
0.281899,-0.580506,-0.763902
-0.419230,-0.903025,0.093770
-0.598722,0.789778,-0.133353
0.291306,0.133606,-0.947254
-0.826143,-0.338996,-0.450078
-0.930764,0.281217,-0.233654
-0.396927,0.914959,-0.072790
-0.042362,-0.921661,-0.385676
-0.635885,-0.435940,0.636873
0.606615,0.755906,0.246220
0.843381,-0.055575,0.534435
0.760690,0.410872,-0.502529
-0.960253,0.195255,-0.199474
0.436958,-0.443249,-0.782686
0.198694,-0.285599,0.937525
0.983466,-0.180902,0.008359
-0.175280,-0.590774,-0.787568
0.809987,-0.234164,-0.537670
0.465759,-0.779774,-0.418356
0.191152,-0.980136,-0.052869
-0.223374,0.095604,-0.970033
-0.903318,-0.397497,-0.161284
0.674025,0.398109,0.622253
-0.297692,-0.941664,-0.156997
-0.907912,0.087982,0.409823
-0.264857,0.235259,-0.935149
-0.289238,-0.773198,0.564363
-0.636113,-0.111743,-0.763462
-0.360338,0.853487,0.376452
-0.319552,-0.028863,-0.947129
-0.651795,0.220238,0.725713
0.167202,-0.786197,0.594926
0.239801,-0.204107,-0.949124
-0.312543,0.949888,0.005499
-0.179290,-0.812533,-0.554658
