0.138490669,2.300601615
0.326226647,2.135579838
0.513962625,1.397198817
0.701698603,0.417206586
0.889434581,-0.508199547
1.077170559,-1.198528080
1.264906537,-1.473608280
1.452642515,-1.188336200
1.640378493,-0.556525044
1.828114471,0.171218764
2.015850449,0.779865462
2.203586427,1.184524224
2.391322405,1.373142088
2.579058383,1.414481494
2.766794361,1.411761132
2.954530339,1.388267058
3.142266317,1.284266761
3.330002295,1.116160417
3.517738273,0.902468822
3.705474251,0.661712775
3.893210229,0.412413072
4.080946207,0.173090512
4.268682185,-0.034950113
4.456418163,-0.070408755
